Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items
5ac179d5-37bb-4c0e-832f-90f82eb581d9,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$22",1,1,0,""
76fba9b6-002e-4807-9bc6-e2bf97faaff9,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$41",0,1,0,"Sausage Egg McMuffin® Meal"
4669c368-d9de-42d1-b04c-56fa6f26b3f5,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$16",0,1,0,"Sausage McMuffin® with Egg"
e11ff0df-da59-4db3-b027-ca721b8ddbbe,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$1,045",5,31,0,""
815450fa-74bb-4941-a67c-3599bf15c4bc,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
3849edf1-9f40-420b-976d-40497f83049f,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
7fb8a7d8-3fbc-457b-b266-b15ef448fe6b,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$573",6,21,0,""
a2586f2c-1a59-4499-a477-ea07948283e7,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
6ac6c365-0b05-427e-ab3e-c5d5d9ee2ee9,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
e094c225-91be-4c36-9642-a108faeddfd9,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$276",1,7,0,""
42fb060b-176d-4287-9e0b-356e27574245,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
085dd79a-1a76-443a-9ae3-e49ceec5df5a,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
3c855b7a-6188-4108-8ee0-be4febf1d752,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$399",1,12,0,""
cb6a5adb-c9ac-4a06-92a9-bbc164f9a86c,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
84715513-4e70-4740-8fc9-266f7b9710bf,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
1628c8e0-08ac-46db-ac7a-9f00cd52e77c,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$52",1,2,0,""
b17dfe8c-0540-4d20-a113-91e0302e587e,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
f5bd151d-eb73-431e-b3df-51295cecc755,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
62cfb739-029a-4e50-b1f4-9b8194e6396f,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$228",1,7,0,""
3f9dfb5e-b6bc-4844-809a-23b611741f91,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
af06a0eb-b157-483f-ac27-05dde3f7a99e,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
87b13ad6-9530-4f81-8692-6c14bf8fa3ef,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$222",5,7,0,""
56d4ca40-0a53-4545-ac74-67d306f514fa,"Free Item (Spend 20)",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
3470ddcd-3176-40ae-a324-bfd7efc544a6,"Buy 1, Get 1 Free",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
835fc088-186c-4169-8128-9b490fd6a854,"Spend 20, Save 5",ACTIVE,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
